Year,Member State,Region,8 Types of Farming,Economic Size,(SE010) Total labour input (AWU),(SE025) Total Utilised Agricultural Area (ha),(SE080) Total livestock units (LU),(SE131) Total output (€/farm),(SE132) Total output / Total input (ratio),(SE135) Total output crops & crop production (€/farm),(SE136) Total crops output (€/ha),(SE206) Total output livestock & livestock products (€/farm),(SE270) Total Inputs (€),(SE281) Total specific costs (€),(SE284) Specific crop costs (€/ha),(SE285) Seeds and plants (€),(SE295) Fertilisers (€),(SE300) Crop protection (€),(SE305) Other crop specific costs (€),(SE309) Specific livestock costs (€/LU),(SE345) Energy (€),(SE410) Gross Farm Income (€),(SE415) Farm Net Value Added (€),(SE425) Farm Net Value Added (€/AWU),(SE605) Total subsidies - excluding on investments (€)
2019,EU27_2020,(575) Andalucía,(8) Mixed,(2) 8 000 - < 25 000 EUR,0.78,27.43,4.43,26074,3.36,6006,351.56,20068,7756,3543,34.89,239,438,230,50,312.72,1513,23734,23175,29558.02,4713
2019,EU27_2020,(575) Andalucía,(8) Mixed,(3) 25 000 - < 50 000 EUR,1.1,70.99,18.29,36403,1.85,20878,332.2,15525,19691,10187,36.75,260,1134,1056,160,414.35,1400,32805,30739,27959.63,11399
2019,EU27_2020,(575) Andalucía,(8) Mixed,(4) 50 000 - < 100 000 EUR,1.27,89.17,43.57,47103,1.31,17948,234.44,29156,36036,21380,40.23,876,1664,951,96,408.42,2949,32263,29014,22784.87,14235
2019,EU27_2020,(575) Andalucía,(8) Mixed,(5) 100 000 - < 500 000 EUR,2.02,174.53,111.53,138240,1.55,44662,268.88,90199,89294,45959,54.71,2146,5313,1875,214,326.27,6364,99891,94261,46597.98,23946
2019,EU27_2020,(575) Andalucía,(8) Mixed,(6) >= 500 000 EUR,7.04,1030.5,483.87,679366,1.43,305894,296.84,373471,476415,304619,79.93,24142,58230,0,0,459.31,15752,276912,270404,38418.18,9182
2019,EU27_2020,(755) Estonia,(1) Fieldcrops,(1) 2 000 - < 8 000 EUR,0.51,18.03,0.14,8114,1.05,3432,203.56,252,7693,1405,55.61,436,149,74,343,954.29,1418,6148,4351,8466.53,2592
2019,EU27_2020,(755) Estonia,(1) Fieldcrops,(2) 8 000 - < 25 000 EUR,0.95,31.52,0.33,37390,0.91,10532,362.22,292,40967,17599,110.9,1508,1214,284,489,517.05,3689,13082,9070,9522.59,6743
2019,EU27_2020,(755) Estonia,(1) Fieldcrops,(3) 25 000 - < 50 000 EUR,0.92,76.17,1.59,38484,0.9,29515,418.9,715,42698,12928,140.53,3182,4808,1913,801,879.27,6892,22110,14375,15685.64,15524
2019,EU27_2020,(755) Estonia,(1) Fieldcrops,(4) 50 000 - < 100 000 EUR,1.25,130,0.61,77933,0.92,67851,554.29,437,84704,28017,203.93,7488,13491,4263,1269,579.4,9512,46571,30915,24743.83,25893
2019,EU27_2020,(755) Estonia,(1) Fieldcrops,(5) 100 000 - < 500 000 EUR,2.44,426.67,3.73,295259,0.93,252390,618.7,1435,316282,105182,213.04,19142,44769,19694,7293,807.12,34674,171834,123793,50638.66,85818
2019,EU27_2020,(755) Estonia,(1) Fieldcrops,(6) >= 500 000 EUR,7.95,1594.03,14.22,1476961,0.96,1243203,787.62,12409,1536384,527066,278.13,73687,243849,109463,16341,1015.64,137408,748914,544254,68479.91,306211
2019,EU27_2020,(755) Estonia,(2) Horticulture,(1) 2 000 - < 8 000 EUR,1.49,4.02,0,70777,1.52,21189,28003.08,0,46486,23330,1730.74,2377,412,84,4090,-,2995,37912,30070,20226.68,515
2019,EU27_2020,(755) Estonia,(2) Horticulture,(2) 8 000 - < 25 000 EUR,1.55,2.72,0,51772,1.07,50479,25836.79,406,48425,12288,4463.86,8865,444,58,2752,-,5480,24299,20487,13215.23,352
2019,EU27_2020,(755) Estonia,(2) Horticulture,(3) 25 000 - < 50 000 EUR,4.99,5.16,0,553825,1.57,382310,74938.19,0,352831,111357,16902.39,69977,6792,536,9883,-,21870,344094,301518,60391.17,603
2019,EU27_2020,(755) Estonia,(2) Horticulture,(4) 50 000 - < 100 000 EUR,4.92,12.82,0,370517,1.11,330312,38895.83,0,335045,141774,8953.16,71374,4966,1893,36507,-,24705,147217,120761,24546.75,1912
2019,EU27_2020,(755) Estonia,(2) Horticulture,(5) 100 000 - < 500 000 EUR,4.57,24.05,0,414930,0.97,172683,7888.16,350,427449,173465,4423.57,63814,11916,12833,17837,-,14933,95229,62984,13776.12,10328
2019,EU27_2020,(755) Estonia,(4) Other permanent crops,(1) 2 000 - < 8 000 EUR,1.06,6.37,0,60144,1.19,9907,1636.93,0,50696,39035,268.11,182,475,441,610,-,1224,19255,15456,14581.6,1382
2019,EU27_2020,(755) Estonia,(4) Other permanent crops,(2) 8 000 - < 25 000 EUR,0.84,11.45,0,34472,1.58,7425,701.03,91,21819,4714,101.84,119,2,13,1033,-,3669,28285,23423,27744.57,6506
2019,EU27_2020,(755) Estonia,(4) Other permanent crops,(3) 25 000 - < 50 000 EUR,4.05,22.85,0,142797,0.99,38300,1676.33,0,143977,67919,656.13,4050,0,0,10941,-,9756,44701,38460,9505.55,10571
2019,EU27_2020,(755) Estonia,(4) Other permanent crops,(4) 50 000 - < 100 000 EUR,0.59,55.97,0,13316,0.52,7000,125.06,0,25500,2698,34.15,1084,0,0,827,-,1739,19799,12719,21472.93,21261
2019,EU27_2020,(755) Estonia,(4) Other permanent crops,(5) 100 000 - < 500 000 EUR,2.48,148.83,0,66097,1.01,56088,376.86,0,65713,1407,9.45,0,0,0,1407,-,10907,92288,85934,34650.6,57322
2019,EU27_2020,(755) Estonia,(5) Milk,(1) 2 000 - < 8 000 EUR,0.6,13.9,2.12,1951,0.44,591,42.52,1277,4438,1409,10.22,142,0,0,0,596.24,985,993,191,318.54,3096
2019,EU27_2020,(755) Estonia,(5) Milk,(2) 8 000 - < 25 000 EUR,0.95,14.29,5.19,7834,1.25,2296,160.85,5473,6279,3085,15.18,135,43,7,31,508.78,686,6256,5237,5510.77,3334
2019,EU27_2020,(755) Estonia,(5) Milk,(3) 25 000 - < 50 000 EUR,1.27,48.36,11.56,14887,0.58,5876,121.55,7193,25586,9109,27.94,126,0,0,1225,592.59,3953,6880,3379,2664.8,10829
2019,EU27_2020,(755) Estonia,(5) Milk,(4) 50 000 - < 100 000 EUR,1.83,71.38,31.25,61053,0.85,14821,207.63,41819,71816,30116,58.87,1723,929,188,1363,805.53,8977,28359,17476,9542.68,22587
2019,EU27_2020,(755) Estonia,(5) Milk,(5) 100 000 - < 500 000 EUR,3.37,203.97,120.63,268156,0.89,62611,308.92,194750,302331,140049,78,3657,5576,1609,5069,1015.28,23765,109891,71724,21277.74,55301
2019,EU27_2020,(755) Estonia,(5) Milk,(6) >= 500 000 EUR,22.87,1211.14,790.89,2724944,0.94,694306,578.54,1793120,2903330,1373161,167.02,45314,95014,36219,25742,1325.03,175904,1048296,745229,32580.63,283331
2019,EU27_2020,(755) Estonia,(6) Other grazing livestock,(1) 2 000 - < 8 000 EUR,0.82,26.11,4.34,9240,0.7,2229,103.65,1860,13137,6497,10.27,185,1,0,82,532.72,1738,2731,1204,1465.96,4257
2019,EU27_2020,(755) Estonia,(6) Other grazing livestock,(2) 8 000 - < 25 000 EUR,0.89,39.15,13.95,10997,0.67,4474,114.55,4463,16410,6329,14.89,261,45,14,264,397.84,2430,5976,3312,3718.12,8439
2019,EU27_2020,(755) Estonia,(6) Other grazing livestock,(3) 25 000 - < 50 000 EUR,1.25,99.91,25.78,25442,0.62,11748,119.79,7503,41212,15387,13.51,541,47,9,751,497.92,4817,16786,10202,8169.1,19976
2019,EU27_2020,(755) Estonia,(6) Other grazing livestock,(4) 50 000 - < 100 000 EUR,1.68,188.5,73.29,79725,0.69,34934,189.19,27372,114885,38905,31.2,2179,483,150,3069,440.6,11288,52255,24415,14539.63,42713
2019,EU27_2020,(755) Estonia,(6) Other grazing livestock,(5) 100 000 - < 500 000 EUR,3.18,503.39,158.21,135402,0.5,58321,118.49,49387,268360,91689,19.64,3784,789,114,5201,506.28,28141,88601,51372,16132.1,127088
2019,EU27_2020,(755) Estonia,(7) Granivores,(2) 8 000 - < 25 000 EUR,0.64,8.41,7.45,17392,1.07,3857,458.62,11530,16257,6744,106.66,618,0,0,279,553.17,3681,7943,6049,9451.56,5146
2019,EU27_2020,(755) Estonia,(7) Granivores,(3) 25 000 - < 50 000 EUR,1.06,8.14,31.88,36050,1.15,4855,596.74,31074,31476,14123,86.42,393,0,0,310,420.95,705,18305,15562,14681.44,4316
2019,EU27_2020,(755) Estonia,(7) Granivores,(5) 100 000 - < 500 000 EUR,2.13,4.08,427.08,354387,1.12,0,0,334376,316498,207639,0,0,0,0,0,486.19,9887,114185,74452,34953.8,0
2019,EU27_2020,(755) Estonia,(7) Granivores,(6) >= 500 000 EUR,11.17,72.51,1544.06,1889312,1.1,49359,677.59,1674949,1715850,1165518,290.77,4911,8976,6994,202,740.25,84217,567850,483683,43298.21,66733
2019,EU27_2020,(755) Estonia,(8) Mixed,(1) 2 000 - < 8 000 EUR,0.65,8.96,1.24,6682,0.66,1170,170.93,3690,10152,2725,19.25,152,0,0,21,613.95,1395,1110,-1372,-2104.77,2282
2019,EU27_2020,(755) Estonia,(8) Mixed,(2) 8 000 - < 25 000 EUR,0.85,22,5.97,19605,1,4265,198.48,11255,19700,8714,34.41,343,186,32,197,722.04,2608,10623,7871,9268.36,6010
2019,EU27_2020,(755) Estonia,(8) Mixed,(3) 25 000 - < 50 000 EUR,1.33,71.78,17.98,32286,0.59,16287,227.95,10898,55184,20152,51.01,1895,467,241,1058,627.84,8858,5632,-1644,-1231.7,18034
2019,EU27_2020,(755) Estonia,(8) Mixed,(4) 50 000 - < 100 000 EUR,1.46,165.87,38.07,77691,0.9,50592,306.92,15499,86716,37345,70.05,3865,4205,2349,1200,624.75,11236,44934,33105,22726.51,31997
2019,EU27_2020,(755) Estonia,(8) Mixed,(5) 100 000 - < 500 000 EUR,2.96,314.93,81.35,208450,0.8,133415,423.84,58875,260079,110154,153.44,14551,22519,7246,4006,713.76,25428,108359,65703,22161.65,77428
2019,EU27_2020,(755) Estonia,(8) Mixed,(6) >= 500 000 EUR,15.16,1392.49,480.46,2066160,0.94,974446,699.92,868703,2196667,983545,267.92,65158,197593,82749,27580,1242.36,154467,850743,595172,39262.4,308523
2019,EU27_2020,(570) Extremadura,(1) Fieldcrops,(2) 8 000 - < 25 000 EUR,1.36,34.43,0.18,21922,1.26,21561,740.07,123,17443,5676,163.24,1692,2416,1278,233,306.29,3208,14797,12836,9421.75,6259
2019,EU27_2020,(570) Extremadura,(1) Fieldcrops,(3) 25 000 - < 50 000 EUR,1.44,42.15,0.1,36315,1.25,36168,1074.91,70,28992,10972,259.38,3633,4320,1942,1036,382.05,4578,22996,20712,14395.99,10020
2019,EU27_2020,(570) Extremadura,(1) Fieldcrops,(4) 50 000 - < 100 000 EUR,1.68,54.22,0.97,66166,1.23,65362,1436.89,705,53961,20707,375.55,6701,7921,4189,1552,355.52,6492,39791,35404,21079.56,14302
2019,EU27_2020,(570) Extremadura,(1) Fieldcrops,(5) 100 000 - < 500 000 EUR,2.19,76.94,0.66,178272,1.16,177756,2561.48,516,153795,57905,748.97,14998,22167,13214,7248,420.86,13327,109304,97381,44376.46,32236
2019,EU27_2020,(570) Extremadura,(1) Fieldcrops,(6) >= 500 000 EUR,22.95,211.87,15.67,1002134,1.1,988487,4899.86,13647,912887,237974,1088.94,67801,76076,78178,8655,463.41,93250,709924,679624,29615.76,134498
2019,EU27_2020,(570) Extremadura,(2) Horticulture,(2) 8 000 - < 25 000 EUR,1.99,7.6,0,44731,2.01,44731,6777.42,0,22250,6165,811.18,2111,1774,2280,0,-,6332,32474,31143,15654.82,4242
2019,EU27_2020,(570) Extremadura,(2) Horticulture,(3) 25 000 - < 50 000 EUR,1.66,8,0,29463,1.2,29463,3682.88,0,24583,8434,1054.25,3425,2795,2214,0,-,6795,5288,4408,2655.42,0
2019,EU27_2020,(570) Extremadura,(2) Horticulture,(4) 50 000 - < 100 000 EUR,1.82,14.6,0,55047,1.33,55047,4124.12,0,41463,14476,991.68,6514,3863,4099,0,-,7270,22121,19559,10746.91,3143
2019,EU27_2020,(570) Extremadura,(2) Horticulture,(5) 100 000 - < 500 000 EUR,1.79,45.02,0,149569,1.39,149569,3822.22,0,107497,46925,1042.42,19016,13595,14314,0,-,18621,76388,72358,40500.86,19334
2019,EU27_2020,(570) Extremadura,(2) Horticulture,(6) >= 500 000 EUR,12.14,188.33,0,871954,1.08,871954,5736.54,0,806171,316223,1679.06,200778,60727,54718,0,-,69817,422511,403627,33250.61,31344
2019,EU27_2020,(570) Extremadura,(3) Wine,(2) 8 000 - < 25 000 EUR,1.66,17.83,0,21011,1.62,21011,1193.42,0,12986,1896,106.36,134,1027,622,113,-,2652,20560,19476,11759.84,6184
2019,EU27_2020,(570) Extremadura,(3) Wine,(3) 25 000 - < 50 000 EUR,2.34,38.78,0,37970,1.53,37970,1036.34,0,24812,2938,75.77,74,2007,858,0,-,3510,34783,31494,13430.74,5045
2019,EU27_2020,(570) Extremadura,(3) Wine,(4) 50 000 - < 100 000 EUR,2.89,60.53,0,60752,1.28,60004,1052.98,0,47375,6334,104.65,252,3042,2430,610,-,5671,60465,56682,19609.3,16474
2019,EU27_2020,(570) Extremadura,(3) Wine,(5) 100 000 - < 500 000 EUR,5.11,126.67,0,159378,1.68,159378,1258.25,0,94891,12051,95.14,0,7334,4718,0,-,9327,162581,155254,30408.24,35771
2019,EU27_2020,(570) Extremadura,(4) Other permanent crops,(2) 8 000 - < 25 000 EUR,1.44,15.99,0,26540,1.9,26269,1694.81,0,14002,2863,178.98,80,1218,1414,151,-,2486,24173,23022,15957.58,5691
2019,EU27_2020,(570) Extremadura,(4) Other permanent crops,(3) 25 000 - < 50 000 EUR,2.47,20.2,0,59645,1.98,59645,3094.26,0,30081,7944,393.38,187,2453,5171,133,-,4048,49866,48136,19453.55,5052
2019,EU27_2020,(570) Extremadura,(4) Other permanent crops,(4) 50 000 - < 100 000 EUR,2.91,40.96,0,99838,1.24,99838,2542.76,0,80569,15326,374.2,818,6783,5320,2404,-,6793,65372,61414,21111.62,11149
2019,EU27_2020,(570) Extremadura,(4) Other permanent crops,(5) 100 000 - < 500 000 EUR,6.42,34.41,0,221587,1.19,221587,7007.07,0,186680,36869,1071.53,2252,16109,13701,4808,-,6473,184701,156246,24355.97,18565
2019,EU27_2020,(570) Extremadura,(4) Other permanent crops,(6) >= 500 000 EUR,76,374.2,15.47,2787151,1.25,2758088,7942.4,29063,2226585,357659,945.76,3156,176736,169443,4566,243.02,133697,2226829,2172265,28584.13,88242
2019,EU27_2020,(570) Extremadura,(5) Milk,(4) 50 000 - < 100 000 EUR,0.14,21,25.3,53017,1.85,1175,55.95,51842,28687,19003,4.14,87,0,0,0,747.67,1827,36156,33161,236863.72,5711
2019,EU27_2020,(570) Extremadura,(5) Milk,(5) 100 000 - < 500 000 EUR,2,36.6,110.2,226732,1.49,605,24.02,226127,152281,103967,11.66,128,299,0,0,939.59,9251,117691,110509,55382.33,17188
2019,EU27_2020,(570) Extremadura,(6) Other grazing livestock,(2) 8 000 - < 25 000 EUR,1.45,54.59,18.26,17672,1.34,1407,25.98,15739,13184,7533,4.61,82,109,30,31,398.85,1998,9311,8664,5983.43,2732
2019,EU27_2020,(570) Extremadura,(6) Other grazing livestock,(3) 25 000 - < 50 000 EUR,1.55,59.59,37.38,36318,1.51,4582,82.56,31648,23996,15800,17.22,216,403,158,249,395.24,1868,23658,22206,14295.69,7931
2019,EU27_2020,(570) Extremadura,(6) Other grazing livestock,(4) 50 000 - < 100 000 EUR,1.98,120.46,60.13,62542,1.39,7981,67.23,54219,44998,28471,15.88,492,878,319,225,441.66,3051,40005,38020,19165.32,13409
2019,EU27_2020,(570) Extremadura,(6) Other grazing livestock,(5) 100 000 - < 500 000 EUR,2.68,287.07,140.75,126679,1.26,17450,62.74,109128,100283,64217,18.25,1609,2336,940,354,419.02,4609,82901,79564,29687.08,34196
2019,EU27_2020,(570) Extremadura,(6) Other grazing livestock,(6) >= 500 000 EUR,12.19,612.58,1069.78,2895729,1.96,17879,29.19,2877851,1477849,949950,12.47,2032,3730,1880,0,880.84,158485,2077770,2059094,168920.18,198327
2019,EU27_2020,(570) Extremadura,(7) Granivores,(3) 25 000 - < 50 000 EUR,2.21,50,12.64,29096,1.54,2877,68.5,26219,18937,13651,25.2,548,497,215,0,980.07,3009,9899,9762,4417.32,0
2019,EU27_2020,(570) Extremadura,(7) Granivores,(4) 50 000 - < 100 000 EUR,1.6,25.99,33.8,61093,1.74,6457,260.14,54636,35175,27212,109.2,674,1284,513,368,721.02,2511,45519,44625,27847.09,17540
2019,EU27_2020,(570) Extremadura,(7) Granivores,(5) 100 000 - < 500 000 EUR,2.44,23.95,141.01,250957,1.15,5360,247.45,245597,217336,180420,64.97,592,695,266,2,1268.45,7808,61478,57752,23658.76,3858
2019,EU27_2020,(570) Extremadura,(7) Granivores,(6) >= 500 000 EUR,4.12,142.4,707.5,1825260,1.9,0,0,1825260,961890,832491,0,0,0,0,0,1176.66,27181,1017433,1010632,245061.05,13552
2019,EU27_2020,(570) Extremadura,(8) Mixed,(2) 8 000 - < 25 000 EUR,1.16,15.65,6.66,22399,1.78,13937,890.78,8462,12607,5113,135.28,243,1153,551,170,344.23,1450,17224,15855,13676.15,4696
2019,EU27_2020,(570) Extremadura,(8) Mixed,(3) 25 000 - < 50 000 EUR,1.27,37.42,25.94,39934,1.31,8998,258.22,30868,30519,21571,109.5,778,2803,357,159,632.97,1922,19774,18258,14406.22,7635
2019,EU27_2020,(570) Extremadura,(8) Mixed,(4) 50 000 - < 100 000 EUR,1.99,105.84,40.17,62988,1.34,17925,184.08,45012,47157,29249,50.41,2025,2094,900,317,580,3645,32827,30885,15512.88,9007
2019,EU27_2020,(570) Extremadura,(8) Mixed,(5) 100 000 - < 500 000 EUR,3.52,277.79,96.63,159245,1.22,43359,182.69,115886,130869,73251,44.11,4756,5381,2117,0,631.26,8978,108632,103901,29516.72,44449
2019,EU27_2020,(570) Extremadura,(8) Mixed,(6) >= 500 000 EUR,12,650,535.8,1511750,1.42,40094,61.68,1471656,1062500,754850,4.07,1790,0,854,0,1403.89,32540,821635,815652,67971.04,90492
2019,EU27_2020,(580) Canarias,(1) Fieldcrops,(2) 8 000 - < 25 000 EUR,2.21,2.18,0,54569,1.23,54569,26186.48,0,44505,11444,5239.51,4715,4120,2609,0,-,2074,34870,27735,12561.68,6001
2019,EU27_2020,(580) Canarias,(1) Fieldcrops,(3) 25 000 - < 50 000 EUR,2.43,4.68,0,81599,1.24,81599,18558.87,0,65623,17196,3677.74,8756,5847,2593,0,-,3992,58176,46087,18964.31,13683
2019,EU27_2020,(580) Canarias,(1) Fieldcrops,(4) 50 000 - < 100 000 EUR,3.5,5.94,0,119684,1.35,119684,20156.94,0,88548,26752,4505.43,13084,10364,3303,0,-,4484,93714,81911,23388.1,24795
2019,EU27_2020,(580) Canarias,(1) Fieldcrops,(5) 100 000 - < 500 000 EUR,6.02,15.4,0,370835,1.34,370835,27117.73,0,276050,126920,8241.54,68122,29580,26719,2500,-,15425,229154,207895,34506.98,36912
2019,EU27_2020,(580) Canarias,(2) Horticulture,(2) 8 000 - < 25 000 EUR,2.17,0.56,0,36487,1.29,36487,65388.71,0,28207,9655,17303.58,4191,3601,1864,0,-,1651,20677,17116,7871.89,1075
2019,EU27_2020,(580) Canarias,(2) Horticulture,(3) 25 000 - < 50 000 EUR,2.7,1.75,0,87854,1.59,87854,58352.53,0,55397,17621,10071.41,6343,7410,3849,20,-,2455,66047,59986,22216.45,7633
2019,EU27_2020,(580) Canarias,(2) Horticulture,(4) 50 000 - < 100 000 EUR,3.41,3.46,0,132207,1.53,132207,39390.88,0,86284,25479,7357.7,9373,10259,5781,67,-,3423,92652,84372,24773.11,5698
2019,EU27_2020,(580) Canarias,(2) Horticulture,(5) 100 000 - < 500 000 EUR,8.77,6.87,0,345207,1.5,345207,54716.66,0,230227,69366,10095.7,29214,27977,11749,426,-,7746,258412,245567,27987.1,13849
2019,EU27_2020,(580) Canarias,(2) Horticulture,(6) >= 500 000 EUR,182.55,88.82,5.96,3330265,0.79,3323208,47228.37,3285,4207691,734913,8158.56,457593,118003,136773,12243,1728.72,221000,2616530,2257808,12367.94,512785
2019,EU27_2020,(580) Canarias,(3) Wine,(2) 8 000 - < 25 000 EUR,1.99,4.94,0,55352,1.98,55352,11222.99,0,27944,6777,1371.37,0,1436,1041,4300,-,2384,42276,37403,18793.73,1625
2019,EU27_2020,(580) Canarias,(3) Wine,(3) 25 000 - < 50 000 EUR,3.27,10.5,0,192153,2.3,192153,18300.29,0,83422,1945,185.24,0,1945,0,0,-,2562,201602,186782,57119.88,4148
2019,EU27_2020,(580) Canarias,(4) Other permanent crops,(2) 8 000 - < 25 000 EUR,1.52,1.09,0,31375,1.75,31375,30461.54,0,17901,3896,3589.41,0,2676,1220,0,-,979,31106,27512,18080.59,11975
2019,EU27_2020,(580) Canarias,(4) Other permanent crops,(3) 25 000 - < 50 000 EUR,2.08,2.39,0,61024,1.52,61024,26394.43,0,40107,7367,3079.71,182,5394,1791,0,-,2270,53044,50295,24188.17,14947
2019,EU27_2020,(580) Canarias,(4) Other permanent crops,(4) 50 000 - < 100 000 EUR,3.09,3.88,0,105481,1.39,105481,27991.87,0,75619,9372,2417.44,0,7038,2095,240,-,4465,106316,101740,32927.6,38140
2019,EU27_2020,(580) Canarias,(4) Other permanent crops,(5) 100 000 - < 500 000 EUR,5.82,10.68,0,224534,1.16,224534,22093.25,0,193342,38047,3563.8,8273,18103,11672,0,-,7972,247840,240569,41334.93,118928
2019,EU27_2020,(580) Canarias,(4) Other permanent crops,(6) >= 500 000 EUR,36.27,61.82,0,1172176,0.89,1172176,18962.64,0,1320891,217924,3525.42,70247,100935,2643,44100,-,158250,986191,954605,26322.88,488493
2019,EU27_2020,(580) Canarias,(5) Milk,(5) 100 000 - < 500 000 EUR,6,3,200.2,449735,1.14,0,0,449735,394241,242378,0,0,0,0,0,1210.68,8536,303676,298354,49725.7,116997
2019,EU27_2020,(580) Canarias,(5) Milk,(6) >= 500 000 EUR,7.37,11.86,378.16,856634,1.23,0,0,856634,696862,480483,0,0,0,0,0,1270.58,28622,520375,502599,68226.15,237592
2019,EU27_2020,(580) Canarias,(6) Other grazing livestock,(2) 8 000 - < 25 000 EUR,1.96,0.88,9.46,32649,1.94,0,0,32649,16850,11152,0,0,0,0,0,380.39,975,22875,22125,11288.26,6184
2019,EU27_2020,(580) Canarias,(6) Other grazing livestock,(3) 25 000 - < 50 000 EUR,1.82,1,26.44,60009,1.61,0,0,60009,37186,31640,0,0,0,0,0,385.95,1191,28056,27413,15020.59,4590
2019,EU27_2020,(580) Canarias,(6) Other grazing livestock,(4) 50 000 - < 100 000 EUR,2.03,1.8,35.32,82406,1.46,0,0,82406,56337,40009,0,0,0,0,0,660.62,3108,40805,39410,19419.44,9358
2019,EU27_2020,(580) Canarias,(6) Other grazing livestock,(5) 100 000 - < 500 000 EUR,3.18,1.63,64.07,174278,1.42,0,0,174278,123012,60295,0,0,0,0,0,494.04,3567,92904,78019,24508.68,3783
2019,EU27_2020,(580) Canarias,(6) Other grazing livestock,(6) >= 500 000 EUR,13,250,288.52,1347479,1.6,0,0,1347479,840336,536588,0,0,0,0,0,125.84,20728,988242,958294,73714.94,256872
2019,EU27_2020,(580) Canarias,(7) Granivores,(3) 25 000 - < 50 000 EUR,0.82,0,28,89220,2.81,0,-,89220,31757,24819,-,0,0,0,0,886.39,405,60858,57358,69948.78,0
2019,EU27_2020,(580) Canarias,(7) Granivores,(5) 100 000 - < 500 000 EUR,4.59,0,189.7,403324,1.49,0,-,403324,271383,183891,-,0,0,0,0,969.38,8593,212910,205803,44812.79,1344
2019,EU27_2020,(580) Canarias,(7) Granivores,(6) >= 500 000 EUR,12.09,0,553.99,1439868,1.72,0,-,1439868,838897,486549,-,0,0,0,0,878.26,24069,977604,959163,79318.85,50902
2019,EU27_2020,(560) Comunidad Valenciana,(1) Fieldcrops,(2) 8 000 - < 25 000 EUR,0.65,11.87,0,27917,1.5,27917,2539.44,0,18656,8038,677.35,2183,3277,2495,82,-,1588,16116,15103,23303.07,3113
2019,EU27_2020,(560) Comunidad Valenciana,(1) Fieldcrops,(3) 25 000 - < 50 000 EUR,0.75,9.36,0,34071,1.73,34071,3763.09,0,19673,8001,854.69,1946,2719,3315,21,-,982,27945,27106,36053.8,10237
2019,EU27_2020,(560) Comunidad Valenciana,(1) Fieldcrops,(4) 50 000 - < 100 000 EUR,1.33,19.67,0,77325,1.38,74566,3898.2,0,55849,20168,1025.45,6026,6454,7674,14,-,3587,51690,47046,35460.33,16445
2019,EU27_2020,(560) Comunidad Valenciana,(1) Fieldcrops,(5) 100 000 - < 500 000 EUR,3.92,220.01,5.99,222732,0.95,191624,1005.08,31108,235459,67196,153.76,7927,11954,11800,2149,5570.46,24543,169342,146175,37246.54,81292
2019,EU27_2020,(560) Comunidad Valenciana,(1) Fieldcrops,(6) >= 500 000 EUR,49.1,220,0,1689962,0.88,1689962,7681.65,0,1924333,413315,1878.7,196207,141073,76035,0,-,124527,983644,961110,19574.54,6994
2019,EU27_2020,(560) Comunidad Valenciana,(2) Horticulture,(2) 8 000 - < 25 000 EUR,0.8,1.48,0,32203,1.88,32203,20146.35,0,17095,7508,4555.47,3402,2215,1805,85,-,849,19760,19670,24735.06,122
2019,EU27_2020,(560) Comunidad Valenciana,(2) Horticulture,(3) 25 000 - < 50 000 EUR,1.01,2.83,0,48935,1.81,48935,18023.84,0,27107,13177,4651.02,6259,2792,3250,876,-,1146,28238,27722,27414.86,0
2019,EU27_2020,(560) Comunidad Valenciana,(2) Horticulture,(4) 50 000 - < 100 000 EUR,1.79,5.37,0,89967,1.72,89967,18262.51,0,52442,23420,4357.46,10300,4061,6070,2990,-,2843,52955,50720,28370.79,149
2019,EU27_2020,(560) Comunidad Valenciana,(2) Horticulture,(5) 100 000 - < 500 000 EUR,4.05,11.88,0,219250,1.7,219250,19923.17,0,128952,54558,4593.33,26179,10500,12401,5478,-,5501,133261,131065,32394.51,289
2019,EU27_2020,(560) Comunidad Valenciana,(2) Horticulture,(6) >= 500 000 EUR,12.56,36.47,0,765664,1.73,765664,24914.56,0,441359,119562,3278.52,25295,38815,46367,9085,-,19638,556074,535669,42651.97,1899
2019,EU27_2020,(560) Comunidad Valenciana,(3) Wine,(2) 8 000 - < 25 000 EUR,0.63,13.28,0,27312,2.69,26385,2047.98,0,10141,3247,224.99,19,1777,1174,19,-,731,23417,22139,35171.18,2695
2019,EU27_2020,(560) Comunidad Valenciana,(3) Wine,(3) 25 000 - < 50 000 EUR,0.98,21.7,0,39852,2.8,39852,1903.72,0,14233,4936,227.43,26,2737,2158,15,-,1148,35026,32738,33327.88,4715
2019,EU27_2020,(560) Comunidad Valenciana,(3) Wine,(4) 50 000 - < 100 000 EUR,1.47,39.92,0,79955,2.6,79558,2002.75,0,30732,8716,218.32,343,5168,2983,222,-,3522,72655,68082,46401.18,11586
2019,EU27_2020,(560) Comunidad Valenciana,(3) Wine,(5) 100 000 - < 500 000 EUR,3.93,93.79,0,154890,1.53,154890,1704,0,100979,22921,244.4,71,11085,11765,0,-,4268,116452,108832,27722.69,11571
2019,EU27_2020,(560) Comunidad Valenciana,(4) Other permanent crops,(2) 8 000 - < 25 000 EUR,0.66,9.49,0,24687,2.05,24687,2773.85,0,12040,3944,415.37,67,1807,1773,297,-,624,16980,15547,23593.82,1037
